ordinal	original_name	original_url	final_url	http_status	disposition	source	params_json	api_url	job_count	evidence_or_error
124	Continental	https://www.continental.com/en/career/	https://www.continental.com/en/career/	200	unsupported					Continental uses a custom careers platform; no supported ATS public API identity was found.
125	Contra	https://contra.com/careers	https://contra.com/careers	200	validated_supported	ashby	"{""board_name"":""contra""}"	https://api.ashbyhq.com/posting-api/job-board/contra	5	Contra careers embeds its Ashby board; exact API returned valid JSON with 5 jobs.
126	Coupang	https://rocketyourcareer.usa.coupang.com/	https://www.coupang.jobs/en/	403	unsupported					Coupang uses its own external jobs platform; no supported public external ATS identity was validated.
127	Cradlepoint	https://cradlepoint.com/about-us/careers/job-listings/	https://cradlepoint.com/about/careers/	200	unsupported					Cradlepoint careers maps to Ericsson after acquisition; Ericsson uses an unsupported careers stack.
128	Cred	https://careers.cred.club/	https://careers.cred.club/	200	validated_supported	lever	"{""site"":""cred""}"	https://api.lever.co/v0/postings/cred?mode=json	4	CRED careers linked jobs.lever.co/cred; exact Lever API returned valid JSON with 4 jobs.
129	Credit Suisse	https://www.credit-suisse.com/careers/en/apply.html	https://www.ubs.com/global/en/careers.html	403	unsupported					Credit Suisse careers redirects to UBS after acquisition; UBS uses an unsupported careers stack.
130	Crestron	https://www.crestron.com/About/careers-jobs-employment-opportunities	https://careers.crestron.com/	200	unsupported					Crestron uses Dayforce, which jobwatch does not support.
131	Crowdstrike	https://www.crowdstrike.com/careers/	https://www.crowdstrike.com/en-us/careers/	200	validated_supported	workday	"{""host"":""crowdstrike.wd5.myworkdayjobs.com"",""tenant"":""crowdstrike"",""site"":""crowdstrikecareers""}"	https://crowdstrike.wd5.myworkdayjobs.com/wday/cxs/crowdstrike/crowdstrikecareers/jobs	390	CrowdStrike careers linked this exact Workday board; POST returned valid JSON and total=390.
132	CSS Corp	https://www.csscorp.com/company/careers/	https://www.movate.com/	200	unsupported					CSS Corp redirects to Movate following its rebrand; Movate uses an unsupported custom careers site.
133	cure.fit	https://www.cult.fit/careers	https://careers.cult.fit/cult/	200	unsupported					cure.fit uses a custom first-party careers site; no supported ATS API identity was found.
134	Cvent	https://www.cvent.com/en/careers	https://careers.cvent.com/	200	unsupported					Cvent uses a custom careers platform; no supported ATS public API identity was found.
135	DailyHunt	https://careers.dailyhunt.com/#!/	https://careers.dailyhunt.com/#!/	000	manual_review					DailyHunt careers endpoint failed TLS validation; no exact supported ATS API identity could be validated.
136	Dashlane	https://www.dashlane.com/about/careers	https://www.dashlane.com/about/careers	200	validated_supported	greenhouse	"{""board_token"":""dashlane""}"	https://boards-api.greenhouse.io/v1/boards/dashlane/jobs?content=true	20	Exact current Dashlane Greenhouse board/API returned valid JSON with 20 jobs.
137	Databricks	https://databricks.com/company/careers/open-positions	https://www.databricks.com/company/careers/open-positions	200	validated_supported	greenhouse	"{""board_token"":""databricks""}"	https://boards-api.greenhouse.io/v1/boards/databricks/jobs?content=true	794	Exact current Databricks Greenhouse board/API returned valid JSON with 794 jobs.
138	Dataminr	https://www.dataminr.com/careers	https://www.dataminr.com/careers	403	manual_review					Dataminr careers endpoint returned HTTP 403; searches did not establish a valid current supported ATS API (an apparent Lever lead returned 404).
139	DBS	https://www.dbs.com/careers/default.page	https://www.dbs.com/careers/default.page	200	validated_supported	workday	"{""host"":""dbs.wd3.myworkdayjobs.com"",""tenant"":""dbs"",""site"":""DBS_Careers""}"	https://dbs.wd3.myworkdayjobs.com/wday/cxs/dbs/DBS_Careers/jobs	1399	DBS careers linked this exact Workday board; POST returned valid JSON and total=1399.
140	D. E. Shaw &amp; Co.	https://www.deshawindia.com/careers/career-development	https://www.deshawindia.com/careers/career-development	200	unsupported					D. E. Shaw uses its own careers platform; no supported ATS identity was present.
141	DealShare	https://www.dealshare.in/careers#home	https://www.dealshare.in/careers#home	404	dead					Supplied DealShare careers URL returned HTTP 404; no replacement supported ATS identity was found.
142	Delhivery	https://www.delhivery.com/careers/	https://www.delhivery.com/404	200	dead					Delhivery careers URL redirected to the site /404 page; no validated supported ATS identity was found.
143	Dell	https://jobs.dell.com/	https://iawmqy.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/careers	200	unsupported					Dell uses Oracle Recruiting Cloud, which jobwatch does not support.
144	Deutsche Bank	https://careers.db.com/	https://careers.db.com/	200	unsupported					Deutsche Bank uses a custom first-party careers platform; no supported ATS API identity was found.
145	Dhruva Space	https://angel.co/company/dhruvaspace	https://wellfound.com/company/dhruvaspace	403	unsupported					Supplied Dhruva Space URL resolves to Wellfound, which jobwatch does not support.
146	Dialpad	https://www.dialpad.com/careers/	https://www.dialpad.com/careers/	200	validated_supported	greenhouse	"{""board_token"":""dialpad""}"	https://boards-api.greenhouse.io/v1/boards/dialpad/jobs?content=true	86	Dialpad first-party job pages contain exact Greenhouse URLs; API returned valid JSON with 86 jobs.
147	Directi	https://careers.directi.com/	https://careers.directi.com/	200	manual_review	lever	"{""site"":""directi""}"	https://api.lever.co/v0/postings/directi?mode=json		Directi first-party careers explicitly links jobs.lever.co/directi, but both current board and exact API return 404; do not import without a working board.
148	digit	https://digit.co/careers	https://oportun.com/careers?utm_source=digit.co&utm_medium=website&utm_campaign=redirect&utm_content=%2Fcareers	403	unsupported					Digit careers redirects to Oportun after acquisition; no supported distinct Digit ATS identity was found.
149	digitalocean	https://www.digitalocean.com/careers	https://www.digitalocean.com/careers	200	validated_supported	greenhouse	"{""board_token"":""digitalocean98""}"	https://boards-api.greenhouse.io/v1/boards/digitalocean98/jobs?content=true	125	Exact current DigitalOcean Greenhouse board/API returned valid JSON with 125 jobs.
150	Discord	https://discord.com/jobs	https://discord.com/careers	200	validated_supported	greenhouse	"{""board_token"":""discord""}"	https://boards-api.greenhouse.io/v1/boards/discord/jobs?content=true	52	Discord redirects to its current careers page; exact current Greenhouse board/API returned valid JSON with 52 jobs.
151	Discovery inc	https://jobs.discovery.com/careers-home/	https://careers.wbd.com/global/en	200	validated_supported	workday	"{""host"":""warnerbros.wd5.myworkdayjobs.com"",""tenant"":""warnerbros"",""site"":""global""}"	https://warnerbros.wd5.myworkdayjobs.com/wday/cxs/warnerbros/global/jobs	446	Discovery careers redirects to Warner Bros. Discovery; exact WBD Workday POST API returned valid JSON and total=446 (acquisition/rebrand mapping).
152	Disney	https://jobs.disneycareers.com/location/india-jobs/391-28648/1269750/2	https://jobs.disneycareers.com/location/india-jobs/391-28648/1269750/2	200	unsupported					Disney uses its proprietary careers platform; no supported ATS identity was present.
153	dolby	https://www.dolby.com/careers/	https://www.dolby.com/careers/	200	unsupported					Dolby uses an unsupported Eightfold/custom careers stack; no supported ATS API identity was found.
154	DoorDash	https://careers.doordash.com/	https://careers.doordash.com/	403	validated_supported	greenhouse	"{""board_token"":""doordashusa""}"	https://boards-api.greenhouse.io/v1/boards/doordashusa/jobs?content=true	466	Exact current DoorDash Greenhouse board/API returned valid JSON with 466 jobs.
155	doximity	https://www.doximity.com/careers	https://www.doximity.com/careers	200	validated_supported	greenhouse	"{""board_token"":""doximity""}"	https://boards-api.greenhouse.io/v1/boards/doximity/jobs?content=true	10	Exact current Doximity Greenhouse board/API returned valid JSON with 10 jobs.
156	DP World	https://ehpv.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/requisitions	https://ehpv.fa.em2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/jobs	200	unsupported					DP World uses Oracle Recruiting Cloud, which jobwatch does not support.
157	DRDO	https://www.drdo.gov.in/careers	https://www.drdo.gov.in/careers	404	dead					Supplied DRDO careers URL returned HTTP 404; no replacement supported ATS identity was found.
158	Dream11	https://www.dreamsports.group/careers	https://www.dreamsports.group/lifeatdreamsports	200	manual_review	lever	"{""site"":""dreamsports""}"	https://api.lever.co/v0/postings/dreamsports?mode=json		Dream11 redirects to Dream Sports, whose first-party careers explicitly links jobs.lever.co/dreamsports; board/API now return 404, so import is unsafe.
159	droom	https://droom.in/career	https://droom.in/career	200	unsupported					Droom uses a static/custom first-party careers page; no supported ATS API identity was found.
160	Dropbox	https://www.dropbox.com/jobs	https://www.dropbox.jobs/	403	validated_supported	greenhouse	"{""board_token"":""dropbox""}"	https://boards-api.greenhouse.io/v1/boards/dropbox/jobs?content=true	40	Dropbox redirects to dropbox.jobs; exact current Greenhouse board/API returned valid JSON with 40 jobs.
161	Druva	https://www.druva.com/about/careers/	https://www.druva.com/why-druva/explore/careers	200	validated_supported	greenhouse	"{""board_token"":""druva""}"	https://boards-api.greenhouse.io/v1/boards/druva/jobs?content=true	29	career landing contains the Druva Greenhouse board API URL; live API HTTP 200 returned valid JSON; job_count=29
162	Dukaan	https://angel.co/company/dukaan-app/jobs	https://wellfound.com/company/dukaan-app/jobs	403	manual_review					HTTP 403; final=https://wellfound.com/company/dukaan-app/jobs; no validated supported ATS identity found in accessible responses
163	Dunzo	https://www.dunzo.com/careers#jobs	https://www.dunzo.com/careers#jobs	0	dead					host connection refused; supplied Dunzo career site is unreachable
164	duo	https://duo.com/careers	https://careers.cisco.com/global/en/home	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
165	DuPont	https://careers.dupont.com/us/en	https://careers.dupont.com/us/en	200	validated_supported	workday	"{""host"":""dupont.wd5.myworkdayjobs.com"",""site"":""Jobs"",""tenant"":""dupont""}"	https://dupont.wd5.myworkdayjobs.com/wday/cxs/dupont/Jobs/jobs	158	current DuPont Workday job URLs identify site Jobs; exact POST returned Workday jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=158
166	dynatrace	https://careers.dynatrace.com/	https://www.dynatrace.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
167	EA Games	https://www.ea.com/careers	https://www.ea.com/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
168	eBay	https://jobs.ebayinc.com/us/en	https://jobs.ebayinc.com/us/en	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
169	Enfussion	https://enfusion.com/careers/	https://cwan.com/company/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
170	Envestnet Yoodlee	https://www.yodlee.com/oceania/india-careers	https://www.yodlee.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
171	Epam	https://www.epam.com/	https://www.epam.com/	403	manual_review					HTTP 403; final=https://www.epam.com/; no validated supported ATS identity found in accessible responses
172	Epic Games	https://www.epicgames.com/site/en-US/careers	https://www.epicgames.com/site/en-US/careers	403	validated_supported	greenhouse	"{""board_token"":""epicgames""}"	https://boards-api.greenhouse.io/v1/boards/epicgames/jobs?content=true	125	exact Greenhouse response contains Epic Games job postings; original page was access-blocked; live API HTTP 200 returned valid JSON; job_count=125
173	Ericsson	https://www.ericsson.com/en/careers	https://www.ericsson.com/en/careers	403	manual_review					HTTP 403; final=https://www.ericsson.com/en/careers; no validated supported ATS identity found in accessible responses
174	Eurofins	https://careers.eurofins.com/in/	https://careers.eurofins.com/in/	200	validated_supported	smartrecruiters	"{""company_id"":""Eurofins""}"	https://api.smartrecruiters.com/v1/companies/Eurofins/postings?limit=100&offset=0	2575	career landing links jobs.smartrecruiters.com/Eurofins; live API HTTP 200 returned valid JSON; job_count=2575
175	Equinix	https://careers.equinix.com/homepage	https://careers.equinix.com/homepage	200	validated_supported	workday	"{""host"":""equinix.wd1.myworkdayjobs.com"",""site"":""external"",""tenant"":""equinix""}"	https://equinix.wd1.myworkdayjobs.com/wday/cxs/equinix/external/jobs	340	current Equinix Workday job URLs identify site external; exact POST returned Workday jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=340
176	EXL Healthcare	https://exlservice.com/careers	https://www.exlservice.com/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
177	Expedia	https://lifeatexpediagroup.com/jobs/	https://careers.expediagroup.com/jobs/	200	validated_supported	workday	"{""host"":""expedia.wd108.myworkdayjobs.com"",""site"":""search"",""tenant"":""expedia""}"	https://expedia.wd108.myworkdayjobs.com/wday/cxs/expedia/search/jobs	162	career landing links expedia.wd108.myworkdayjobs.com/en-US/search; live API HTTP 200 returned valid JSON; job_count=162
178	EY	https://careers.ey.com/	https://careers.ey.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
179	EyeROV	https://www.eyerov.com/careers/	https://eyerov.com/careers/	404	dead					career path returns HTTP 404 and no replacement ATS was found
180	F5	https://www.f5.com/company/careers/	https://www.f5.com/company/careers	200	validated_supported	workday	"{""host"":""ffive.wd5.myworkdayjobs.com"",""site"":""f5jobs"",""tenant"":""ffive""}"	https://ffive.wd5.myworkdayjobs.com/wday/cxs/ffive/f5jobs/jobs	248	career landing links ffive.wd5.myworkdayjobs.com/f5jobs; live API HTTP 200 returned valid JSON; job_count=248
181	factset	https://www.factset.com/careers	https://www.factset.com/careers	200	validated_supported	workday	"{""host"":""factset.wd108.myworkdayjobs.com"",""site"":""FactSetCareers"",""tenant"":""factset""}"	https://factset.wd108.myworkdayjobs.com/wday/cxs/factset/FactSetCareers/jobs	57	current FactSet Workday job URLs identify site FactSetCareers; exact POST returned Workday jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=57
182	FamPay	https://fampay.in/careers	https://www.famapp.in:443/careers/	200	validated_supported	lever	"{""site"":""fampay""}"	https://api.lever.co/v0/postings/fampay?mode=json	16	exact Lever response contains FamPay/FamApp jobs; company careers now redirects from FamPay to FamApp; live API HTTP 200 returned valid JSON; job_count=16
183	Fidelity investments	https://jobs.fidelity.com/	https://jobs.fidelity.com/	403	validated_supported	workday	"{""host"":""fmr.wd1.myworkdayjobs.com"",""site"":""FidelityCareers"",""tenant"":""fmr""}"	https://fmr.wd1.myworkdayjobs.com/wday/cxs/fmr/FidelityCareers/jobs	800	current Fidelity Investments Workday job URLs identify FidelityCareers; exact POST returned Workday jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=800
184	FireEye inc	https://www.fireeye.com/company/jobs.html	https://careers.trellix.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
185	Fischer Jordan	https://fischerjordan.com/careers/	https://fischerjordan.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
186	fiserv	https://www.careers.fiserv.com/	https://careers.fiserv.com/us/en	200	validated_supported	workday	"{""host"":""fiserv.wd5.myworkdayjobs.com"",""site"":""EXT"",""tenant"":""fiserv""}"	https://fiserv.wd5.myworkdayjobs.com/wday/cxs/fiserv/EXT/jobs	406	current Fiserv Workday job URLs identify site EXT; exact POST returned Workday jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=406
187	Flexport	https://www.flexport.com/careers/jobs/	https://www.flexport.com/careers/jobs/	200	validated_supported	greenhouse	"{""board_token"":""flexport""}"	https://boards-api.greenhouse.io/v1/boards/flexport/jobs?content=true	147	career landing links job-boards.greenhouse.io/flexport; live API HTTP 200 returned valid JSON; job_count=147
188	Flipkart	https://www.flipkartcareers.com/	https://www.flipkartcareers.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
189	FlyFin	https://www.linkedin.com/company/flyfin-ai/jobs/	https://www.linkedin.com/company/flyfin-ai	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
190	fincover	https://www.fincover.com/	https://www.fincover.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
191	Fractal	https://fractal.ai/job-openings/	https://fractal.wd1.myworkdayjobs.com/Careers	200	validated_supported	workday	"{""host"":""fractal.wd1.myworkdayjobs.com"",""site"":""Careers"",""tenant"":""fractal""}"	https://fractal.wd1.myworkdayjobs.com/wday/cxs/fractal/Careers/jobs	133	original URL redirects directly to Fractal Workday site Careers; live API HTTP 200 returned valid JSON; job_count=133
192	Frappe Technologies	https://frappe.io/careers	https://frappe.io/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
193	FreeCharge	https://careers.freecharge.in/	https://careers.freecharge.in/	200	validated_supported	smartrecruiters	"{""company_id"":""FreeCharge""}"	https://api.smartrecruiters.com/v1/companies/FreeCharge/postings?limit=100&offset=0	1	exact SmartRecruiters response has a FreeCharge engineering role in Gurugram; live API HTTP 200 returned valid JSON; job_count=1
194	Freshworks	https://www.freshworks.com/company/life-at-freshworks/careers/	https://www.freshworks.com/company/careers/	200	validated_supported	smartrecruiters	"{""company_id"":""Freshworks""}"	https://api.smartrecruiters.com/v1/companies/Freshworks/postings?limit=100&offset=0	122	exact SmartRecruiters response contains current Freshworks roles; live API HTTP 200 returned valid JSON; job_count=122
195	Furlenco	https://jobs.furlenco.com/	https://jobs.furlenco.com/	503	manual_review					HTTP 503; final=https://jobs.furlenco.com/; no validated supported ATS identity found in accessible responses
196	fyle	https://www.fylehq.com/company/team/join	https://www.fylehq.com/company/team/join	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
197	Fico	https://www.fico.com/en/careers	https://www.fico.com/en/careers	200	validated_supported	workday	"{""host"":""fico.wd1.myworkdayjobs.com"",""site"":""External"",""tenant"":""fico""}"	https://fico.wd1.myworkdayjobs.com/wday/cxs/fico/External/jobs	69	career landing links fico.wd1.myworkdayjobs.com/External; live API HTTP 200 returned valid JSON; job_count=69
198	Fujitsu	https://www.fujitsu.com/global/about/careers/	https://global.fujitsu/en-global/about	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
199	Gartner	https://jobs.gartner.com/	https://jobs.gartner.com/	403	manual_review					HTTP 403; final=https://jobs.gartner.com/; no validated supported ATS identity found in accessible responses
200	Garuda Aerospace private Ltd	https://www.garudaaerospace.com/	https://www.garudaaerospace.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
201	GeeksForGeeks	https://www.geeksforgeeks.org/careers/?	https://geeksforgeeks.zohorecruit.in/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
202	GE	https://www.ge.com/in/careers/opportunities	https://www.gevernova.com/regions/asia/in/careers/opportunities	404	validated_supported	workday	"{""host"":""gevernova.wd5.myworkdayjobs.com"",""site"":""Vernova_ExternalSite"",""tenant"":""gevernova""}"	https://gevernova.wd5.myworkdayjobs.com/wday/cxs/gevernova/Vernova_ExternalSite/jobs	2174	legacy GE URL now resolves to GE Vernova and exposes GE Vernova Workday job links; live API HTTP 200 returned valid JSON; job_count=2174
203	GE Healthcare	https://jobs.gecareers.com/healthcare/global/en	https://jobs.gecareers.com/healthcare/global/en	0	validated_supported	workday	"{""host"":""gehc.wd5.myworkdayjobs.com"",""site"":""GEHC_ExternalSite"",""tenant"":""gehc""}"	https://gehc.wd5.myworkdayjobs.com/wday/cxs/gehc/GEHC_ExternalSite/jobs	1066	current GE HealthCare Workday job URLs identify GEHC_ExternalSite; exact POST returned jobPostings JSON; live API HTTP 200 returned valid JSON; job_count=1066
204	GeekyAnts	https://geekyants.com/join-geekyants	https://geekyants.com/join-geekyants	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
205	Genpact	https://www.genpact.com/careers	https://www.genpact.com/careers	200	validated_supported	workday	"{""host"":""genpact.wd108.myworkdayjobs.com"",""site"":""External_Careers"",""tenant"":""genpact""}"	https://genpact.wd108.myworkdayjobs.com/wday/cxs/genpact/External_Careers/jobs	2000	career landing links Genpact Workday External_Careers; live API HTTP 200 returned valid JSON; job_count=2000
206	Ghost	https://careers.ghost.org/	https://careers.ghost.org/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
207	Github	https://github.com/about/careers	https://www.github.careers/careers-home	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
208	Gitlab	https://about.gitlab.com/jobs/	https://about.gitlab.com/jobs/	200	duplicate	greenhouse	"{""board_token"":""gitlab""}"	https://boards-api.greenhouse.io/v1/boards/gitlab/jobs?content=true	163	career landing links the GitLab Greenhouse board; exact identity is already in jobwatch config.example.yaml; live API HTTP 200 returned valid JSON; job_count=163
209	Glass Door	https://www.glassdoor.com/Jobs/Glassdoor-Jobs-E100431.htm	https://www.glassdoor.com/Jobs/Glassdoor-Jobs-E100431.htm	403	manual_review					HTTP 403; final=https://www.glassdoor.com/Jobs/Glassdoor-Jobs-E100431.htm; no validated supported ATS identity found in accessible responses
210	GoDaddy	https://careers.godaddy.com/	https://careers.godaddy/	200	validated_supported	greenhouse	"{""board_token"":""godaddy""}"	https://boards-api.greenhouse.io/v1/boards/godaddy/jobs?content=true	25	exact Greenhouse response contains current careers.godaddy jobs; live API HTTP 200 returned valid JSON; job_count=25
211	GoDigit	https://www.godigit.com/	https://www.godigit.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
212	Godrej Aerospace	https://www.godrej.com/godrejandboyce/gnb-careers	https://www.godrej.com/godrejandboyce/gnb-careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
213	Gojek	https://career.gojek.com/	https://gojek.io/careers	429	manual_review					HTTP 429; final=https://gojek.io/careers; no validated supported ATS identity found in accessible responses
214	Goldman Sachs	https://www.goldmansachs.com/careers/	https://www.goldmansachs.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
215	Google	https://careers.google.com/	https://www.google.com/about/careers/applications/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
216	Go Pro	https://jobs.gopro.com/?lang=en-us#/	https://jobs.gopro.com/en/us	200	validated_supported	greenhouse	"{""board_token"":""goprocareers""}"	https://boards-api.greenhouse.io/v1/boards/goprocareers/jobs?content=true	1	career landing embeds Greenhouse with for=goprocareers; live API HTTP 200 returned valid JSON; job_count=1
217	Global Logic	https://www.globallogic.com/in/careers/	https://www.globallogic.com/in/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
218	Grab	https://grab.careers/	https://www.grab.careers/en/	200	validated_supported	smartrecruiters	"{""company_id"":""Grab""}"	https://api.smartrecruiters.com/v1/companies/Grab/postings?limit=100&offset=0	325	exact SmartRecruiters response contains current Grab roles; live API HTTP 200 returned valid JSON; job_count=325
219	Grafana	https://grafana.com/about/careers/	https://grafana.com/careers/	200	duplicate	greenhouse	"{""board_token"":""grafanalabs""}"	https://boards-api.greenhouse.io/v1/boards/grafanalabs/jobs?content=true	115	career landing links Grafana Labs Greenhouse board; exact identity is already in jobwatch config.example.yaml; live API HTTP 200 returned valid JSON; job_count=115
220	Gravitont Rading	https://www.gravitontrading.com/careers.html	https://www.gravitontrading.com/careers.html	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
221	Groupon	https://www.grouponcareers.com/	https://www.grouponcareers.com/	200	validated_supported	greenhouse	"{""board_token"":""groupon""}"	https://boards-api.greenhouse.io/v1/boards/groupon/jobs?content=true	13	exact Greenhouse response contains current Groupon roles; live API HTTP 200 returned valid JSON; job_count=13
222	Grofers	https://grofers.com/careers/	https://grofers.com/careers/	403	manual_review					HTTP 403; final=https://grofers.com/careers/; no validated supported ATS identity found in accessible responses
223	Groww	https://groww.skillate.com/	https://groww.skillate.com/	0	validated_supported	greenhouse	"{""board_token"":""groww""}"	https://boards-api.greenhouse.io/v1/boards/groww/jobs?content=true	14	exact Greenhouse response contains current Groww roles; supplied Skillate URL timed out; live API HTTP 200 returned valid JSON; job_count=14
224	Groq	https://groq.com/careers/	https://groq.com/careers-at-groq	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
225	Hackerearth	https://www.hackerearth.com/careers/	https://www.hackerearth.com/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
226	HackerRank	https://www.hackerrank.com/careers/	https://www.hackerrank.com/careers/home	200	validated_supported	greenhouse	"{""board_token"":""hackerrank""}"	https://boards-api.greenhouse.io/v1/boards/hackerrank/jobs?content=true	37	exact Greenhouse response contains current HackerRank jobs and canonical HackerRank board URLs; live API HTTP 200 returned valid JSON; job_count=37
227	Hashedin	https://hashedin.com/careers/	https://hashedin.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
228	Hashnode	https://careers.hashnode.com/jobs	https://careers.hashnode.com/jobs	403	manual_review					HTTP 403; final=https://careers.hashnode.com/jobs; no validated supported ATS identity found in accessible responses
229	HBO	https://warnermediacareers.com/hbo-jobs	https://warnermediacareers.com/hbo-jobs	0	dead					supplied WarnerMedia careers hostname has an invalid/mismatched TLS certificate
230	HCL Tech	https://www.hcltech.com/careers	https://careers.hcltech.com/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
231	HDFC Bank	https://www.hdfcbank.com/personal/about-us/careers	https://www.hdfc.bank.in/careers	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
232	HealthAsyst	https://www.healthasyst.com/careers/	https://www.healthasyst.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
233	Healthify me	https://www.healthifyme.com/careers/	https://www.healthifyme.com/careers/	200	unsupported					landing/followed career links inspected (HTTP 200); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
234	HERE	https://www.here.com/careers	https://www.here.com/careers	404	unsupported					landing/followed career links inspected (HTTP 404); no validated greenhouse, lever, ashby, workable, recruitee, smartrecruiters, bamboohr, or workday public API identity found
