ordinal	original_name	original_url	final_url	http_status	disposition	source	params_json	api_url	job_count	evidence_or_error
87	Nation with Namo	https://gilp.nationwithnamo.com/#openings	https://gilp.nationwithnamo.com/	200	manual_review	nationwithnamo	{}	https://gilp.nationwithnamo.com/apply.html	0	The first-party GILP page publishes a July 17–October 4, 2026 schedule, but its Apply action is commented out and the application page explicitly says all applications are closed. A strict company-specific source is included for a future active cohort, but the current empty/contradictory board is not configured.
88	PayU	https://corporate.payu.com/job-board/	https://corporate.payu.com/job-board/	200	validated_supported	payu	{}	https://corporate.payu.com/job-board/	11	PayU’s first-party board reported and rendered all 11 active positions; stable role UUIDs, matching apply identities, and full detail pages were verified.
89	Cloudera	https://cloudera.wd5.myworkdayjobs.com/External_Career	https://cloudera.wd5.myworkdayjobs.com/en-US/External_Career	200	duplicate	workday	"{""host"":""cloudera.wd5.myworkdayjobs.com"",""tenant"":""cloudera"",""site"":""External_Career""}"	https://cloudera.wd5.myworkdayjobs.com/wday/cxs/cloudera/External_Career/jobs	81	Cloudera’s supplied Workday identity was already configured; this row is recorded without importing the board twice.
90	Airoha Technology	https://www.airoha.com/recruit/jobs	https://careers.airoha.com/Jobs	200	validated_supported	airoha	{}	https://careers.airoha.com/Jobs?page=1	36	Airoha’s current first-party careers table returned 36 jobs across complete paginated pages; detail pages expose stable UUIDs and full descriptions.
91	AMAZON INDIA				duplicate					Duplicate company entry for Amazon at ordinal 8, with no separate career target.
92	AMAZON INDIA				duplicate					Duplicate company entry for Amazon at ordinal 8, with no separate career target.
93	Oracle GBU	https://careers.oracle.com/jobs/#en/sites/jobsearch/requisitions?mode=location	https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_45001	200	validated_supported	oraclece	"{""host"":""eeho.fa.us2.oraclecloud.com"",""site"":""CX_45001""}"	https://eeho.fa.us2.oraclecloud.com/hcmRestApi/resources/latest/recruitingCEJobRequisitions	2313	Oracle Careers identifies Candidate Experience site CX_45001; its anonymous list returned 2,313 jobs and full requisition detail records.
94	Audify Tech	https://www.audifytech.com/Jobs	https://www.audifytech.com/Jobs	200	dead					Audify’s 2023 static bundle still renders eight role cards, but every application upload is hard-coded to http://localhost:8000/api/file/upload and cannot submit to the company. The page therefore exposes zero actionable current openings.
95	CITI Bank (CISPL)	https://jobs.citi.com/category/technology-jobs/287/19627/1	https://citi.wd5.myworkdayjobs.com/en-US/2	200	duplicate	workday	"{""host"":""citi.wd5.myworkdayjobs.com"",""tenant"":""citi"",""site"":""2""}"	https://citi.wd5.myworkdayjobs.com/wday/cxs/citi/2/jobs	2000	Citi’s exact Workday identity was already configured; this row is recorded without importing the board twice.
96	Jubilant FoodWorks	https://jubilantcareer.jubl.com/	https://jubilantcareer.jubl.com/	200	validated_supported	jubilant	"{""country_code"":""IND""}"	https://jubilantcareer.jubl.com/JubilantCareersPortal/rest/Portal/getAllJobs	56	The supplied URL is Jubilant Bhartia Group’s portal (not a Jubilant FoodWorks board). Its anonymous first-party list returned 56 India jobs, and all 56 detail endpoints were live-validated with active status, full descriptions, and posting dates.
97	MAKEMYTRIP	https://careers.makemytrip.com/prod/jobs	https://careers.makemytrip.com/prod/jobs	200	validated_supported	makemytrip	{}	https://careers.makemytrip.com/api/jobs	51	MakeMyTrip’s anonymous first-party API returned 51 public India jobs; its business-unit counts and location facets cross-check the complete list, and per-job detail endpoints expose full descriptions.
98	MathWorks India	https://www.mathworks.com/company/jobs/opportunities.html	https://www.mathworks.com/company/jobs/opportunities.html	403	manual_review					The supplied MathWorks page returned HTTP 403 and current evidence did not establish one unambiguous supported ATS identity; manual review required.
99	Voxela, Inc.	https://wellfound.com/company/voxela/jobs	https://wellfound.com/company/voxela/jobs	200	dead					Voxela remains an active company but exposes no first-party careers surface. Its only supplied/listed role is a Technical Support internship marked as posted four years ago on Wellfound, so the stale third-party listing is not imported as current.
100	CISCO	https://jobs.cisco.com/	https://jobs.cisco.com/		duplicate					Duplicate of ordinal 52: the same Cisco company/careers system; do not import the entry again.
101	CISCO	https://jobs.cisco.com/	https://jobs.cisco.com/		duplicate					Duplicate of ordinal 52: the same Cisco company/careers system; do not import the entry again.
102	CISCO	https://jobs.cisco.com/	https://jobs.cisco.com/		duplicate					Duplicate of ordinal 52: the same Cisco company/careers system; do not import the entry again.
103	CISCO	https://jobs.cisco.com/	https://jobs.cisco.com/		duplicate					Duplicate of ordinal 52: the same Cisco company/careers system; do not import the entry again.
104	American Express	https://www.americanexpress.com/en-us/careers/career-areas/technology/?intlink=us-amex-career-en-us-careerArea-Technology	https://egug.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1	200	validated_supported	oraclece	"{""host"":""egug.fa.us2.oraclecloud.com"",""site"":""CX_1""}"	https://egug.fa.us2.oraclecloud.com/hcmRestApi/resources/latest/recruitingCEJobRequisitions	355	American Express’ first-party careers flow identifies Oracle Candidate Experience site CX_1; its anonymous list returned 355 jobs and complete details.
105	Hewlett Packard Enterprise	https://jobs.hp.com/search-results/	https://hp.wd5.myworkdayjobs.com/en-US/ExternalCareerSite	200	duplicate	workday	"{""host"":""hp.wd5.myworkdayjobs.com"",""tenant"":""hp"",""site"":""ExternalCareerSite""}"	https://hp.wd5.myworkdayjobs.com/wday/cxs/hp/ExternalCareerSite/jobs	715	The supplied jobs.hp.com target resolves to HP’s exact Workday identity, already configured as HP; it does not establish a separate HPE board.
106	Jio	https://careers.jio.com/	https://careers.jio.com/frmJobCategories.aspx?n=1	200	validated_supported	jio	"{""functions"":""0206,0210,0216,0222"",""max_postings"":1000}"	https://careers.jio.com/frmJobCategories.aspx?n=1	291	Jio’s anonymous ASP.NET careers portal declared 291 jobs across the four configured technical functions (Engineering & Technology, IT & Systems, Product Management, and Information Security). Jobwatch follows the server-signed paginated session state, emits stable requisition IDs, and live-validated every detail in a 34-job IT-only production run.
107	Amagi Media Labs	https://www.amagi.com/careers-we-are-hiring	https://amagi.mynexthire.com/employer/careers	200	validated_supported	mynexthire	"{""host"":""amagi.mynexthire.com""}"	https://amagi.mynexthire.com/employer/careers/reqlist/get	11	Amagi’s first-party careers flow identifies this MyNextHire tenant; its anonymous request returned 11 open requisitions with full descriptions.
108	Barclays	https://search.jobs.barclays/	https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays	200	duplicate	workday	"{""host"":""barclays.wd3.myworkdayjobs.com"",""tenant"":""barclays"",""site"":""External_Career_Site_Barclays""}"	https://barclays.wd3.myworkdayjobs.com/wday/cxs/barclays/External_Career_Site_Barclays/jobs	1117	Barclays’ exact Workday identity was already configured; this row is recorded without importing the board twice.
109	Cogoport	https://cogoport-team.freshteam.com/jobs	https://www.cogoport.com/en-IN/company/careers	200	manual_review					Jobwatch now supports Freshteam, but the supplied Cogoport tenant returns HTTP 500 and cannot establish a current board. Cogoport’s first-party careers page lists no specific openings and only invites candidates to email a resume, so there is no complete posting set to automate; manual review is retained.
110	Fastenal	https://careers.fastenal.com/jobs	https://jobs.fastenal.com/jobs	200	validated_supported	fastenal	{}	https://jobs.fastenal.com/load-jobs	774	Fastenal’s first-party stateful search returned all 774 postings through its anonymous CSRF/session flow; stable numeric IDs and complete detail pages were verified.
111	HyperVerge	https://apply.workable.com/hyperverge/?lng=en	https://apply.workable.com/hyperverge/?lng=en		duplicate					Duplicate of ordinal 69: the same HyperVerge Workable account; do not import the entry again.
112	IBM	https://www.ibm.com/careers/in-en/search/	https://www.ibm.com/careers/in-en/search/	200	validated_supported	ibm	"{""appid"":""careers"",""scope"":""careers2"",""rc"":""in""}"	https://www-api.ibm.com/search/api/v1/ibmcom/appid/careers/responseFormat/json	28	IBM's first-party anonymous careers search returned all 28 India-scoped results with stable job IDs, canonical public URLs, posting dates, locations, and complete descriptions in the list response.
113	SWYM Corporation	https://wellfound.com/company/swym/jobs	https://jobs.getswym.com/	200	validated_supported	polymer	"{""organization_slug"":""swym""}"	https://api.polymer.co/v1/hire/organizations/swym/jobs	8	SWYM’s current first-party Polymer board exposed eight open jobs through Polymer’s documented anonymous API. Jobwatch fetched the complete declared list and live-validated all eight detail records with stable IDs, canonical application URLs, posting dates, employment types, locations, and full descriptions; the supplied Wellfound link is stale.
114	Tekion India Private limited	https://tekion.com/job-openings/united-states/all	https://job-boards.greenhouse.io/tekion	200	validated_supported	greenhouse	"{""board_token"":""tekion""}"	https://boards-api.greenhouse.io/v1/boards/tekion/jobs?content=true	76	Tekion’s current first-party careers page embeds the tekion Greenhouse board; its API returned HTTP 200 with 76 open jobs.
115	Sabre Corporation	https://sabre.wd1.myworkdayjobs.com/SabreJobs	https://sabre.wd1.myworkdayjobs.com/en-US/SabreJobs	200	duplicate	workday	"{""host"":""sabre.wd1.myworkdayjobs.com"",""tenant"":""sabre"",""site"":""SabreJobs""}"	https://sabre.wd1.myworkdayjobs.com/wday/cxs/sabre/SabreJobs/jobs	123	Sabre’s supplied Workday identity was already configured; this row is recorded without importing the board twice.
116	Cradlepoint	https://cradlepoint.com/about-us/careers/	https://jobs.ericsson.com/careers?page=1&jobPipeline=careersite&query=Cradlepoint	200	validated_supported	eightfold	"{""host"":""jobs.ericsson.com"",""domain"":""ericsson.com"",""query"":""Cradlepoint""}"	https://jobs.ericsson.com/api/pcsx/search?domain=ericsson.com&query=Cradlepoint&start=0	4	Cradlepoint’s current first-party careers page links to Ericsson’s Eightfold board; its anonymous search returned 4 Cradlepoint-matched open roles with stable detail endpoints.
117	Enphase Energy	https://enphase.com/en-in/careers	https://enphase.com/en-in/careers	200	validated_supported	enphase	{}	https://enphase.com/api/v2/jobs?page=0	100	Enphase’s first-party careers page uses this anonymous paginated JSON proxy; with the page’s required public Origin/Referer headers it returned 100 jobs with descriptions and apply URLs.
118	Publicis Sapient	https://careers.publicissapient.com/job-search?&country=India	https://careers.publicissapient.com/job-search?country=India	200	validated_supported	publicissapient	{}	https://careers.publicissapient.com/bin/ps-redesign/careersJobsearch?country=India&start=0&rows=100	16	Publicis Sapient’s first-party India search endpoint returned 46 location documents representing 16 unique requisitions. Jobwatch groups the location variants by requisition, validates their shared fields, aggregates locations deterministically, and uses structured first-party detail data for full descriptions and employment types.
119	Air Asia	https://mycareer.airasia.com/gb/en/search-results	https://airasia.wd3.myworkdayjobs.com/en-US/Careers	200	validated_supported	workday	"{""host"":""airasia.wd3.myworkdayjobs.com"",""tenant"":""airasia"",""site"":""Careers""}"	https://airasia.wd3.myworkdayjobs.com/wday/cxs/airasia/Careers/jobs	161	AirAsia’s current first-party careers page exposes this Workday tenant/site; the list API returned HTTP 200 with 161 open jobs.
120	Bosch Global Software Technologies	https://careers.smartrecruiters.com/BoschGroup/india	https://careers.smartrecruiters.com/BoschGroup	200	duplicate	smartrecruiters	"{""company_id"":""BoschGroup""}"	https://api.smartrecruiters.com/v1/companies/BoschGroup/postings?limit=100&offset=0	4737	BoschGroup’s exact SmartRecruiters identity was already configured; this row is recorded without importing the board twice.
121	Celigo	https://www.celigo.com/careers/	https://job-boards.greenhouse.io/celigo	200	duplicate	greenhouse	"{""board_token"":""celigo""}"	https://boards-api.greenhouse.io/v1/boards/celigo/jobs?content=true	27	Celigo’s exact Greenhouse identity was already configured. The upstream cell also concatenates a separate Codemantra link, which is accounted for at ordinal 122 and is not attributed to Celigo.
122	Codemantra	https://codemantra.com/careers/	https://codemantra.com/careers/	404	dead					The supplied Codemantra careers page returned HTTP 404, and no current supported replacement board was verified.
123	MONEYVIEW	https://moneyview.in/careers?collapseone#engineering	https://moneyview.darwinbox.in/ms/candidatev2/main/careers/home	200	manual_review	darwinbox	"{""subdomain"":""moneyview""}"	https://moneyview.darwinbox.in/ms/candidateapi/job?page=1	5	Moneyview’s anonymous Darwinbox data currently declares and returns five jobs with complete details, and a strict reusable parser is included. However Cloudflare intermittently rejects Go’s standard TLS client while accepting a real Chrome session; the board is not configured until Jobwatch can access it reliably without browser impersonation.
124	Addverb Technologies	https://addverb.com/career/	https://careers.addverb.com/	200	validated_supported	hrone	"{""domain_code"":""addverb"",""api_key"":""7tWNRPWSUZu0VguJmvSJXMyljfO8M7QCdHmvF4VcAcNIOcixYwKl-ii2unEc37eeaSQ0cNuvKQZ9w-Mm0DSY-sptVvdx4sR5aFgWpv1_fBiLiCQ_FjkslFnESW19alwz"",""request_type"":""UVozgs-AUV1ILPLBxDlf7A"",""company_code"":""P3WIS3az9HUC6WAJ9eS1Rg""}"	https://app.hrone.cloud/api/external/referral/CareerPosition/Details	27	Addverb’s first-party Apply action resolves through its public HROne short link. The anonymous API returned 27 open jobs across complete 15+12 pages, and every detail response was live-validated; its public appId is included because HROne requires the same browser-visible value as a request header.
125	Sandvine	https://recruiting2.ultipro.com/PRO1053PROC/JobBoard/d6eed263-4950-420d-b9f8-5b1a441c931e/?q=&o=postedDateDesc&w=&wc=&we=&wpst=&__hstc=117532886.1e6db1a0c89022f1aeb7b10d8914f7bb.1685343845698.1685343845698.1685343845698.1&__hssc=117532886.1.1685343845699&__hsfp=166988021&hsCtaTracking=6aec2620-f1b1-40c9-89ec-eebe55a45659%7C28d5ac6e-5b70-4b33-98e4-fd825428f9cb	https://recruiting2.ultipro.com/PRO1053PROC/JobBoard/d6eed263-4950-420d-b9f8-5b1a441c931e/	200	validated_supported	ukg	"{""host"":""recruiting2.ultipro.com"",""tenant"":""PRO1053PROC"",""board"":""d6eed263-4950-420d-b9f8-5b1a441c931e""}"	https://recruiting2.ultipro.com/PRO1053PROC/JobBoard/d6eed263-4950-420d-b9f8-5b1a441c931e/JobBoardView/LoadSearchResults	12	The supplied UKG board now represents AppLogic Networks, Sandvine's successor; its anonymous paged search returned 12 open opportunities with stable UUIDs, and every detail page exposed a complete embedded posting.
126	BAKER HUGHES	https://careers.bakerhughes.com/global/en/search-results	https://bakerhughes.wd5.myworkdayjobs.com/en-US/BakerHughes	200	validated_supported	workday	"{""host"":""bakerhughes.wd5.myworkdayjobs.com"",""tenant"":""bakerhughes"",""site"":""BakerHughes""}"	https://bakerhughes.wd5.myworkdayjobs.com/wday/cxs/bakerhughes/BakerHughes/jobs	649	Baker Hughes first-party requisition R160606 matched the same title and requisition in this exact Workday tenant/site; the list API returned HTTP 200 with 649 open jobs.
127	Philips Lighting (Signify)	https://www.careers.philips.com/global/en	https://lighting.wd3.myworkdayjobs.com/en-US/jobs-and-careers	200	validated_supported	workday	"{""host"":""lighting.wd3.myworkdayjobs.com"",""tenant"":""lighting"",""site"":""jobs-and-careers""}"	https://lighting.wd3.myworkdayjobs.com/wday/cxs/lighting/jobs-and-careers/jobs	242	Signify’s current first-party careers page links this identity-matched Workday tenant/site; the list API returned HTTP 200 with 242 open jobs. The supplied Philips URL is not Signify’s board.
128	42 Gears	https://www.42gears.com/careers/?search_keywords=&selected_jobtype=-1&selected_location=india	https://www.42gears.com/careers/	200	validated_supported	forty2gears	{}	https://www.42gears.com/careers/	24	42Gears’ first-party Next.js flight payload contained all 24 openings rather than only the seven initial cards; stable slugs and complete detail payloads were verified.
129	aster dm healthcare	https://hcdt.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX	https://hcdt.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX	200	validated_supported	oraclece	"{""host"":""hcdt.fa.us2.oraclecloud.com"",""site"":""CX""}"	https://hcdt.fa.us2.oraclecloud.com/hcmRestApi/resources/latest/recruitingCEJobRequisitions	2902	The supplied Aster Oracle Candidate Experience site is exact; its anonymous list returned 2,902 jobs and complete requisition details.
130	BLACKROCK	https://careers.blackrock.com/	https://blackrock.wd1.myworkdayjobs.com/en-US/BlackRock_Professional	200	validated_supported	workday	"{""host"":""blackrock.wd1.myworkdayjobs.com"",""tenant"":""blackrock"",""site"":""BlackRock_Professional""}"	https://blackrock.wd1.myworkdayjobs.com/wday/cxs/blackrock/BlackRock_Professional/jobs	279	BlackRock’s first-party careers flow links this exact Workday tenant/site; its anonymous list API returned 279 open jobs.
131	ConveGenius	https://www.instahyre.com/jobs-at-convegenius/	https://convegenius.keka.com/careers/	200	validated_supported	keka	"{""host"":""convegenius.keka.com"",""portal"":""default"",""identifier"":""0c764aaa-3be8-4767-b051-a188dd5c0cb6""}"	https://convegenius.keka.com/careers/api/embedjobs/default/active/0c764aaa-3be8-4767-b051-a188dd5c0cb6	46	ConveGenius’ current first-party Keka board returned 46 jobs with stable IDs and complete descriptions; the supplied Instahyre listing was not used as the data source.
